#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06971	uniprotkb:P05820	intact:EBI-1116714|uniprotkb:P71280|uniprotkb:P75665	intact:EBI-6413473	psi-mi:fhua_ecoli(display_long)|uniprotkb:JW0146(locus name)|uniprotkb:fhuA(gene name)|psi-mi:fhuA(display_short)|uniprotkb:tonA(gene name synonym)|uniprotkb:b0150(locus name)|uniprotkb:Ferric hydroxamate uptake(gene name synonym)|uniprotkb:Ferric hydroxamate receptor(gene name synonym)|uniprotkb:Ferrichrome-iron receptor(gene name synonym)	psi-mi:ceam_ecolx(display_long)|uniprotkb:cma(gene name)|psi-mi:cma(display_short)	psi-mi:"MI:0405"(competition binding)	Helbig et al. (2011)	pubmed:21148729|imex:IM-18380	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413477|mpidb:MPIDB-INT-1522|imex:IM-18380-1	intact-miscore:0.40
uniprotkb:P29131	uniprotkb:P0ABH0	intact:EBI-1134233|uniprotkb:Q2M8M9	intact:EBI-550562|uniprotkb:P06137|uniprotkb:Q47229	psi-mi:ftsn_ecoli(display_long)|uniprotkb:ftsN(gene name)|psi-mi:ftsN(display_short)|uniprotkb:msgA(gene name synonym)|uniprotkb:b3933(locus name)|uniprotkb:JW3904(locus name)	psi-mi:ftsa_ecoli(display_long)|uniprotkb:ftsA(gene name)|psi-mi:ftsA(display_short)|uniprotkb:divA(gene name synonym)|uniprotkb:b0094(locus name)|uniprotkb:JW0092(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Shiomi et al. (2007)	pubmed:17986188|imex:IM-18155	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401261|mpidb:MPIDB-INT-1070|imex:IM-18155-3	intact-miscore:0.78
uniprotkb:P0A9A6	uniprotkb:P0ABH0	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-550562|uniprotkb:P06137|uniprotkb:Q47229	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:ftsa_ecoli(display_long)|uniprotkb:ftsA(gene name)|psi-mi:ftsA(display_short)|uniprotkb:divA(gene name synonym)|uniprotkb:b0094(locus name)|uniprotkb:JW0092(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Shiomi et al. (2007)	pubmed:17986188|imex:IM-18155	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401256|mpidb:MPIDB-INT-1071|imex:IM-18155-2	intact-miscore:0.88
uniprotkb:P16686	uniprotkb:P16686	intact:EBI-6401276|uniprotkb:Q2M6K3	intact:EBI-6401276|uniprotkb:Q2M6K3	psi-mi:phnh_ecoli(display_long)|uniprotkb:JW4061(locus name)|uniprotkb:b4100(locus name)|uniprotkb:phnH(gene name)|psi-mi:phnH(display_short)	psi-mi:phnh_ecoli(display_long)|uniprotkb:JW4061(locus name)|uniprotkb:b4100(locus name)|uniprotkb:phnH(gene name)|psi-mi:phnH(display_short)	psi-mi:"MI:0071"(molecular sieving)	Adams et al. (2008)	pubmed:17993513|imex:IM-18156	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401287|mpidb:MPIDB-INT-921|imex:IM-18156-2	intact-miscore:0.67
uniprotkb:P16686	uniprotkb:P16686	intact:EBI-6401276|uniprotkb:Q2M6K3	intact:EBI-6401276|uniprotkb:Q2M6K3	psi-mi:phnh_ecoli(display_long)|uniprotkb:JW4061(locus name)|uniprotkb:b4100(locus name)|uniprotkb:phnH(gene name)|psi-mi:phnH(display_short)	psi-mi:phnh_ecoli(display_long)|uniprotkb:JW4061(locus name)|uniprotkb:b4100(locus name)|uniprotkb:phnH(gene name)|psi-mi:phnH(display_short)	psi-mi:"MI:0114"(x-ray crystallography)	Adams et al. (2008)	pubmed:17993513|imex:IM-18156	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401282|wwpdb:2fsu|mpidb:MPIDB-INT-920|imex:IM-18156-1	intact-miscore:0.67
uniprotkb:P0A9Q1	uniprotkb:P02930	intact:EBI-1119939|uniprotkb:P03026|uniprotkb:Q2M5R6	intact:EBI-875614|uniprotkb:Q2M9G5	psi-mi:arca_ecoli(display_long)|uniprotkb:Dye resistance protein(gene name synonym)|uniprotkb:arcA(gene name)|psi-mi:arcA(display_short)|uniprotkb:cpxC(gene name synonym)|uniprotkb:dye(gene name synonym)|uniprotkb:fexA(gene name synonym)|uniprotkb:msp(gene name synonym)|uniprotkb:seg(gene name synonym)|uniprotkb:sfrA(gene name synonym)|uniprotkb:b4401(locus name)|uniprotkb:JW4364(locus name)	psi-mi:tolc_ecoli(display_long)|uniprotkb:tolC(gene name)|psi-mi:tolC(display_short)|uniprotkb:mtcB(gene name synonym)|uniprotkb:mukA(gene name synonym)|uniprotkb:refI(gene name synonym)|uniprotkb:Multidrug efflux pump subunit TolC(gene name synonym)|uniprotkb:Outer membrane factor TolC(gene name synonym)|uniprotkb:colE1-i(gene name synonym)|uniprotkb:toc(gene name synonym)|uniprotkb:weeA(gene name synonym)|uniprotkb:JW5503(locus name)|uniprotkb:b3035(locus name)	psi-mi:"MI:0030"(cross-linking study)	Krishnamoorthy et al. (2008)	pubmed:18024521|imex:IM-18160	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401352|mpidb:MPIDB-INT-973|imex:IM-18160-2	intact-miscore:0.35
uniprotkb:P69786	uniprotkb:P50456	intact:EBI-903497|uniprotkb:P05053	intact:EBI-1116104|uniprotkb:P77593	psi-mi:ptgcb_ecoli(display_long)|uniprotkb:ptsG(gene name)|psi-mi:ptsG(display_short)|uniprotkb:glcA(gene name synonym)|uniprotkb:umg(gene name synonym)|uniprotkb:b1101(locus name)|uniprotkb:EIICB-Glc(gene name synonym)|uniprotkb:JW1087(locus name)	psi-mi:mlc_ecoli(display_long)|uniprotkb:Making large colonies protein(gene name synonym)|uniprotkb:mlc(gene name)|psi-mi:mlc(display_short)|uniprotkb:b1594(locus name)|uniprotkb:JW1586(locus name)	psi-mi:"MI:0107"(surface plasmon resonance)	Pennetier et al. (2008)	pubmed:18067539|imex:IM-18166	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401522|mpidb:MPIDB-INT-1048|imex:IM-18166-1	intact-miscore:0.68
uniprotkb:P23890	uniprotkb:P25737	intact:EBI-6401662|uniprotkb:Q2M6H0	intact:EBI-6401655|uniprotkb:Q2MAS3	psi-mi:cadc_ecoli(display_long)|uniprotkb:JW4094(locus name)|uniprotkb:b4133(locus name)|uniprotkb:cadC(gene name)|psi-mi:cadC(display_short)	psi-mi:lysp_ecoli(display_long)|uniprotkb:JW2143(locus name)|uniprotkb:b2156(locus name)|uniprotkb:lysP(gene name)|psi-mi:lysP(display_short)|uniprotkb:cadR(gene name synonym)	psi-mi:"MI:0030"(cross-linking study)	Tetsch et al. (2008)	pubmed:18086202|imex:IM-18170	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6401670|mpidb:MPIDB-INT-1043|imex:IM-18170-1	intact-miscore:0.44
uniprotkb:P46022	uniprotkb:P46022	intact:EBI-558469|uniprotkb:Q2M904	intact:EBI-558469|uniprotkb:Q2M904	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402015|mpidb:MPIDB-INT-805|imex:IM-18173-2	intact-miscore:0.37
uniprotkb:P0AD68	uniprotkb:P02919	intact:EBI-548564|uniprotkb:P04286	intact:EBI-909769|uniprotkb:P75664	psi-mi:ftsi_ecoli(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)|uniprotkb:pbpB(gene name synonym)|uniprotkb:b0084(locus name)|uniprotkb:Penicillin-binding protein 3(gene name synonym)|uniprotkb:JW0082(locus name)|uniprotkb:Essential cell division protein FtsI(gene name synonym)|uniprotkb:Murein transpeptidase(gene name synonym)|uniprotkb:Peptidoglycan synthase FtsI(gene name synonym)	psi-mi:pbpb_ecoli(display_long)|uniprotkb:mrcB(gene name)|psi-mi:mrcB(display_short)|uniprotkb:pbpF(gene name synonym)|uniprotkb:ponB(gene name synonym)|uniprotkb:b0149(locus name)|uniprotkb:JW0145(locus name)|uniprotkb:Murein polymerase(gene name synonym)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402010|mpidb:MPIDB-INT-806|imex:IM-18173-1	intact-miscore:0.57
uniprotkb:P0AD68	uniprotkb:P46022	intact:EBI-548564|uniprotkb:P04286	intact:EBI-558469|uniprotkb:Q2M904	psi-mi:ftsi_ecoli(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)|uniprotkb:pbpB(gene name synonym)|uniprotkb:b0084(locus name)|uniprotkb:Penicillin-binding protein 3(gene name synonym)|uniprotkb:JW0082(locus name)|uniprotkb:Essential cell division protein FtsI(gene name synonym)|uniprotkb:Murein transpeptidase(gene name synonym)|uniprotkb:Peptidoglycan synthase FtsI(gene name synonym)	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402045|mpidb:MPIDB-INT-799|imex:IM-18173-8	intact-miscore:0.55
uniprotkb:P0ABG4	uniprotkb:P46022	intact:EBI-1214767|uniprotkb:P16457	intact:EBI-558469|uniprotkb:Q2M904	psi-mi:ftsw_ecoli(display_long)|uniprotkb:ftsW(gene name)|psi-mi:ftsW(display_short)|uniprotkb:Cell division protein FtsW(gene name synonym)|uniprotkb:Cell wall polymerase(gene name synonym)|uniprotkb:Lipid II flippase FtsW(gene name synonym)|uniprotkb:Peptidoglycan polymerase(gene name synonym)|uniprotkb:JW0087(locus name)|uniprotkb:b0089(locus name)	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402025|mpidb:MPIDB-INT-803|imex:IM-18173-4	intact-miscore:0.37
uniprotkb:P46022	uniprotkb:P0ABG4	intact:EBI-558469|uniprotkb:Q2M904	intact:EBI-1214767|uniprotkb:P16457	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:ftsw_ecoli(display_long)|uniprotkb:ftsW(gene name)|psi-mi:ftsW(display_short)|uniprotkb:Cell division protein FtsW(gene name synonym)|uniprotkb:Cell wall polymerase(gene name synonym)|uniprotkb:Lipid II flippase FtsW(gene name synonym)|uniprotkb:Peptidoglycan polymerase(gene name synonym)|uniprotkb:JW0087(locus name)|uniprotkb:b0089(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402020|mpidb:MPIDB-INT-804|imex:IM-18173-3	intact-miscore:0.37
uniprotkb:P0AD68	uniprotkb:P46022	intact:EBI-548564|uniprotkb:P04286	intact:EBI-558469|uniprotkb:Q2M904	psi-mi:ftsi_ecoli(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)|uniprotkb:pbpB(gene name synonym)|uniprotkb:b0084(locus name)|uniprotkb:Penicillin-binding protein 3(gene name synonym)|uniprotkb:JW0082(locus name)|uniprotkb:Essential cell division protein FtsI(gene name synonym)|uniprotkb:Murein transpeptidase(gene name synonym)|uniprotkb:Peptidoglycan synthase FtsI(gene name synonym)	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402040|mpidb:MPIDB-INT-800|imex:IM-18173-7	intact-miscore:0.55
uniprotkb:P29131	uniprotkb:P46022	intact:EBI-1134233|uniprotkb:Q2M8M9	intact:EBI-558469|uniprotkb:Q2M904	psi-mi:ftsn_ecoli(display_long)|uniprotkb:ftsN(gene name)|psi-mi:ftsN(display_short)|uniprotkb:msgA(gene name synonym)|uniprotkb:b3933(locus name)|uniprotkb:JW3904(locus name)	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402030|mpidb:MPIDB-INT-802|imex:IM-18173-5	intact-miscore:0.37
uniprotkb:P29131	uniprotkb:P46022	intact:EBI-1134233|uniprotkb:Q2M8M9	intact:EBI-558469|uniprotkb:Q2M904	psi-mi:ftsn_ecoli(display_long)|uniprotkb:ftsN(gene name)|psi-mi:ftsN(display_short)|uniprotkb:msgA(gene name synonym)|uniprotkb:b3933(locus name)|uniprotkb:JW3904(locus name)	psi-mi:mtga_ecoli(display_long)|uniprotkb:yrbM(gene name synonym)|uniprotkb:mtgA(gene name)|psi-mi:mtgA(display_short)|uniprotkb:b3208(locus name)|uniprotkb:Glycan polymerase(gene name synonym)|uniprotkb:Monofunctional biosynthetic peptidoglycan transglycosylase(gene name synonym)|uniprotkb:Monofunctional glycosyltransferase(gene name synonym)|uniprotkb:Peptidoglycan glycosyltransferase MtgA(gene name synonym)|uniprotkb:mgt(gene name synonym)|uniprotkb:JW3175(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402035|mpidb:MPIDB-INT-801|imex:IM-18173-6	intact-miscore:0.37
uniprotkb:P02919	uniprotkb:P0AD68	intact:EBI-909769|uniprotkb:P75664	intact:EBI-548564|uniprotkb:P04286	psi-mi:pbpb_ecoli(display_long)|uniprotkb:mrcB(gene name)|psi-mi:mrcB(display_short)|uniprotkb:pbpF(gene name synonym)|uniprotkb:ponB(gene name synonym)|uniprotkb:b0149(locus name)|uniprotkb:JW0145(locus name)|uniprotkb:Murein polymerase(gene name synonym)	psi-mi:ftsi_ecoli(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)|uniprotkb:pbpB(gene name synonym)|uniprotkb:b0084(locus name)|uniprotkb:Penicillin-binding protein 3(gene name synonym)|uniprotkb:JW0082(locus name)|uniprotkb:Essential cell division protein FtsI(gene name synonym)|uniprotkb:Murein transpeptidase(gene name synonym)|uniprotkb:Peptidoglycan synthase FtsI(gene name synonym)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Derouaux et al. (2008)	pubmed:18165305|imex:IM-18173	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402050|mpidb:MPIDB-INT-798|imex:IM-18173-9	intact-miscore:0.57
uniprotkb:P0A940	uniprotkb:P77774	intact:EBI-907371|uniprotkb:P39170|uniprotkb:P39181|uniprotkb:P77465|uniprotkb:Q548B8|uniprotkb:Q8KR94|uniprotkb:Q9R2E3	intact:EBI-907297	psi-mi:bama_ecoli(display_long)|uniprotkb:bamA(gene name)|psi-mi:bamA(display_short)|uniprotkb:Omp85(gene name synonym)|uniprotkb:yaeT(gene name synonym)|uniprotkb:yzzN(gene name synonym)|uniprotkb:yzzY(gene name synonym)|uniprotkb:JW0172(locus name)|uniprotkb:b0177(locus name)	psi-mi:bamb_ecoli(display_long)|uniprotkb:bamB(gene name)|psi-mi:bamB(display_short)|uniprotkb:yfgL(gene name synonym)|uniprotkb:JW2496(locus name)|uniprotkb:b2512(locus name)	psi-mi:"MI:0030"(cross-linking study)	Vuong et al. (2008)	pubmed:18165306|imex:IM-18174	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402065|mpidb:MPIDB-INT-1144|imex:IM-18174-1	intact-miscore:0.97
uniprotkb:P77774	uniprotkb:P0A940	intact:EBI-907297	intact:EBI-907371|uniprotkb:P39170|uniprotkb:P39181|uniprotkb:P77465|uniprotkb:Q548B8|uniprotkb:Q8KR94|uniprotkb:Q9R2E3	psi-mi:bamb_ecoli(display_long)|uniprotkb:bamB(gene name)|psi-mi:bamB(display_short)|uniprotkb:yfgL(gene name synonym)|uniprotkb:JW2496(locus name)|uniprotkb:b2512(locus name)	psi-mi:bama_ecoli(display_long)|uniprotkb:bamA(gene name)|psi-mi:bamA(display_short)|uniprotkb:Omp85(gene name synonym)|uniprotkb:yaeT(gene name synonym)|uniprotkb:yzzN(gene name synonym)|uniprotkb:yzzY(gene name synonym)|uniprotkb:JW0172(locus name)|uniprotkb:b0177(locus name)	psi-mi:"MI:0030"(cross-linking study)	Vuong et al. (2008)	pubmed:18165306|imex:IM-18174	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402070|mpidb:MPIDB-INT-863|imex:IM-18174-2	intact-miscore:0.97
uniprotkb:P77774	uniprotkb:P0ABZ6	intact:EBI-907297	intact:EBI-558651|uniprotkb:P21202|uniprotkb:P75630|uniprotkb:Q8KIP6|uniprotkb:Q8KMY0	psi-mi:bamb_ecoli(display_long)|uniprotkb:bamB(gene name)|psi-mi:bamB(display_short)|uniprotkb:yfgL(gene name synonym)|uniprotkb:JW2496(locus name)|uniprotkb:b2512(locus name)	psi-mi:sura_ecoli(display_long)|uniprotkb:Survival protein A(gene name synonym)|uniprotkb:surA(gene name)|psi-mi:surA(display_short)|uniprotkb:b0053(locus name)|uniprotkb:JW0052(locus name)|uniprotkb:Peptidyl-prolyl cis-trans isomerase SurA(gene name synonym)|uniprotkb:Rotamase SurA(gene name synonym)	psi-mi:"MI:0030"(cross-linking study)	Vuong et al. (2008)	pubmed:18165306|imex:IM-18174	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402070|mpidb:MPIDB-INT-863|imex:IM-18174-2	intact-miscore:0.56
uniprotkb:P0ACF0	uniprotkb:P03004	intact:EBI-547648|uniprotkb:P02342|uniprotkb:Q2M8T7	intact:EBI-548951|uniprotkb:P78122|uniprotkb:Q2M814	psi-mi:dbha_ecoli(display_long)|uniprotkb:hupA(gene name)|psi-mi:hupA(display_short)|uniprotkb:b4000(locus name)|uniprotkb:NS2(gene name synonym)|uniprotkb:HU-2(gene name synonym)|uniprotkb:JW3964(locus name)	psi-mi:dnaa_ecoli(display_long)|uniprotkb:dnaA(gene name)|psi-mi:dnaA(display_short)|uniprotkb:b3702(locus name)|uniprotkb:JW3679(locus name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Chodavarapu et al. (2008)	pubmed:18179598|imex:IM-18179	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6402363|mpidb:MPIDB-INT-1017|imex:IM-18179-1	intact-miscore:0.76
uniprotkb:P03004	uniprotkb:P0ACF0	intact:EBI-548951|uniprotkb:P78122|uniprotkb:Q2M814	intact:EBI-547648|uniprotkb:P02342|uniprotkb:Q2M8T7	psi-mi:dnaa_ecoli(display_long)|uniprotkb:dnaA(gene name)|psi-mi:dnaA(display_short)|uniprotkb:b3702(locus name)|uniprotkb:JW3679(locus name)	psi-mi:dbha_ecoli(display_long)|uniprotkb:hupA(gene name)|psi-mi:hupA(display_short)|uniprotkb:b4000(locus name)|uniprotkb:NS2(gene name synonym)|uniprotkb:HU-2(gene name synonym)|uniprotkb:JW3964(locus name)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	Chodavarapu et al. (2008)	pubmed:18179598|imex:IM-18179	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6479010|mpidb:MPIDB-INT-1017|imex:IM-18179-2	intact-miscore:0.76
