#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:343349|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:310333|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:343350|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:310335|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:310330|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:343348|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:310334|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:343346|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:343351|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:343347|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	-	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:310331|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:310330|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:310331|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:310332|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:310333|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:343346|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:310334|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:310335|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
uniprotkb:Q9HTN2	uniprotkb:Q9HTN2	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	entrezgene/locuslink:879620|uniprotkb:Q9HTN2|rogid:92gap182BNAFJrX8GCoHwGVS4eM208964|irogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	hgnc:argB|uniprotkb:ARGB_PSEAE|crogid:92gap182BNAFJrX8GCoHwGVS4eM208964|icrogid:27078113	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:12037312	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:343347|rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rogid:92gap182BNAFJrX8GCoHwGVS4eM208964	rigid:SCv5RlyY1QK5GIsDWJ+iya/wZEY	false	-	-	-	-	-	-
