"Strain","Assembly Status","Replicon","Locus Tag","RefSeq Accession","GI Number","UniProtKB Accession","UniProtKB ID","Uniparc","UniRef100 ID","UniRef90 ID","UniRef50 ID","NCBI Locus Tag","NCBI Old Locus Tag","Affymetrix","Feature Type","Coordinates","Gene Length","Gene Name","Product Description","Product Name Confidence","Estimated MW (kDa)","Estimated Isoelectric Point (pI)","Estimated Charge (ph7)",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45710","YP_791802.1","116049395","Q02JT4","Q02JT4_PSEAB","UPI0000E44B1D","UniRef100_Q02JT4","UniRef90_Q9I3Q1","UniRef50_Q9I3Q1","PA14_45710","","","CDS","4065426..4066685(-)","1260","","hypothetical protein","","44.5","8.45","2.87",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_04110","YP_788486.1","116054043","Q02UA0","Q02UA0_PSEAB","UPI000045D3D7","UniRef100_Q02UA0","UniRef90_Q1I3B3","UniRef50_P0A9T2","PA14_04110","","","CDS","369396..370625(-)","1230","serA","D-3-phosphoglycerate dehydrogenase","","44.2","6.52","-3.22",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_50600","YP_792202.1","116048996","Q02IN4","Q02IN4_PSEAB","UPI00000C5235","UniRef100_W0YKV4","UniRef90_A6V9C9","UniRef50_G8PW91","PA14_50600","","","CDS","4496390..4497304(-)","915","","transcriptional regulator","","34.2","8.48","4.80",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_09040","YP_788875.1","116052279","Q02T61","RL15_PSEAB","UPI00000C5C81","UniRef100_A6UZK7","UniRef90_A4XZ71","UniRef50_Q6N4V2","PA14_09040","","","CDS","767932..768366(+)","435","rplO","50S ribosomal protein L15","","15.2","11.61","13.95",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_55260","YP_792595.1","116048606","Q02HJ1","Q02HJ1_PSEAB","UPI0000396492","UniRef100_Q02HJ1","UniRef90_Q9I5M6","UniRef50_Q9I5M6","PA14_55260","","","CDS","4907697..4908122(-)","426","","hypothetical protein","","16.7","10.55","3.45",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_14200","YP_789275.1","116051882","Q02S11","Q02S11_PSEAB","UPI00003961E1","UniRef100_S0HTF8","UniRef90_Q9HXF5","UniRef50_Q9HXF5","PA14_14200","","","CDS","1212920..1213672(+)","753","","hypothetical protein","","25.7","4.70","-4.88",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60010","YP_792989.1","116052673","Q02GE7","Q02GE7_PSEAB","UPI00001B2527","UniRef100_Q02GE7","UniRef90_Q02GE7","UniRef50_Q02GE7","PA14_60010","","","CDS","5344126..5344467(+)","342","","hypothetical protein","","12.8","11.07","7.43",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_19160","YP_789674.1","116051492","Q02QW2","Q02QW2_PSEAB","UPI00003960C3","UniRef100_S0I929","UniRef90_O68827","UniRef50_O68827","PA14_19160","","","CDS","1654413..1655312(+)","900","","hypothetical protein","","33.5","10.04","7.65",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_64840","YP_793375.1","116053056","Q02FB1","Q02FB1_PSEAB","UPI00000C5E71","UniRef100_W0YU19","UniRef90_W0YU19","UniRef50_Q1R183","PA14_64840","","","CDS","5777254..5778015(-)","762","","short-chain dehydrogenase","","27.4","5.10","-5.92",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_23970","YP_790068.1","116051101","Q02PR8","Q02PR8_PSEAB","UPI0000395FBB","UniRef100_Q02PR8","UniRef90_P35818","UniRef50_P35818","PA14_23970","","","CDS","2081960..2083936(-)","1977","xcpQ","general secretion pathway protein D","","70.0","6.15","-4.04",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_69925","YP_793771.1","116054410","Q02E65","Q02E65_PSEAB","UPI0000E44C76","UniRef100_Q02E65","UniRef90_A0A077JYZ4","UniRef50_B2FRQ8","PA14_69925","","","CDS","6238073..6239791(+)","1719","poxB","pyruvate dehydrogenase (cytochrome)","","62.3","6.18","-10.71",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_28800","YP_790458.1","116050721","Q02NM8","Q02NM8_PSEAB","UPI0000E44A23","UniRef100_Q02NM8","UniRef90_Q02NM8","UniRef50_A0A083ZW69","PA14_28800","","","CDS","2479279..2480274(+)","996","","hypothetical protein","","36.8","7.32","1.11",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_33800","YP_790855.1","116050328","Q02MI1","Q02MI1_PSEAB","UPI00000C56A6","UniRef100_W0YU72","UniRef90_Q5DIS4","UniRef50_Q4K9A6","PA14_33800","","","CDS","3002922..3003401(+)","480","","RNA polymerase sigma factor","","18.3","7.77","2.10",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_38840","YP_791255.1","116049936","Q02LD1","Q02LD1_PSEAB","UPI000039692F","UniRef100_Q02LD1","UniRef90_A0A024HMC9","UniRef50_P37685","PA14_38840","","","CDS","3462683..3464203(-)","1521","","NAD+ dependent acetaldehyde dehydrogenase","","55.0","5.35","-9.79",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_44460","YP_791706.1","116049491","Q02K30","Q02K30_PSEAB","UPI00000C53D1","UniRef100_W0YPR6","UniRef90_A6V7V4","UniRef50_Q88F36","PA14_44460","","","CDS","3958764..3959447(+)","684","","hypothetical protein","","24.0","11.82","12.82",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_02980","YP_788391.1","116053953","Q02UJ5","Q02UJ5_PSEAB","UPI000045D3B6","UniRef100_S0I5Z3","UniRef90_A6UY35","UniRef50_Q88JX6","PA14_02980","","","CDS","260374..261639(-)","1266","","porin","","46.1","8.24","3.83",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_49400","YP_792106.1","116049092","Q02IY0","Q02IY0_PSEAB","UPI00000C527E","UniRef100_Q9I4H7","UniRef90_Q9I4H7","UniRef50_F3JB17","PA14_49400","","","CDS","4390542..4390925(+)","384","","hypothetical protein","","14.0","4.56","-8.92",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_08000","YP_788788.1","116054343","Q02TE8","Q02TE8_PSEAB","UPI0000396E0B","UniRef100_Q02TE8","UniRef90_Q02TE8","UniRef50_A6UZB9","PA14_08000","","","CDS","688551..689066(+)","516","","hypothetical protein","","19.0","4.20","-11.82",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_54130","YP_792500.1","116048700","Q02HT6","Q02HT6_PSEAB","UPI0000E44B9D","UniRef100_S0IIL5","UniRef90_Q9I5F4","UniRef50_Q9I5F4","PA14_54130","","","CDS","4800078..4801007(+)","930","","transcriptional regulator","","34.4","6.42","-3.05",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_12920","YP_789179.1","116051978","Q02SA7","Q02SA7_PSEAB","UPI00000C5B87","UniRef100_S0ISN4","UniRef90_A6V0G9","UniRef50_Q4KK15","PA14_12920","","","CDS","1107458..1108471(+)","1014","","taurine ABC transporter periplasmic protein","","35.9","7.86","1.21",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_58950","YP_792893.1","116052578","Q02GP3","Q02GP3_PSEAB","UPI0000E44BF4","UniRef100_Q02GP3","UniRef90_Q02GP3","UniRef50_Q02GP3","PA14_58950","","","CDS","5253822..5254508(+)","687","","hypothetical protein","","24.9","4.56","-9.55",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_17910","YP_789578.1","116051584","Q02R58","Q02R58_PSEAB","UPI00000C5A79","UniRef100_A0A072ZQS5","UniRef90_A0A077JRV5","UniRef50_G8Q925","PA14_17910","","","CDS","1538565..1539551(+)","987","","alpha/beta hydrolase","","35.6","6.68","-1.69",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_63640","YP_793279.1","116052961","Q02FK7","Q02FK7_PSEAB","UPI0000396EB6","UniRef100_Q02FK7","UniRef90_W0WP72","UniRef50_O50431","PA14_63640","","","CDS","5673945..5675990(+)","2046","fadH2","2,4-dienoyl-CoA reductase","","74.4","10.16","24.34",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22760","YP_789975.1","116051194","Q02Q11","Q02Q11_PSEAB","UPI00000C594A","UniRef100_W0YUZ4","UniRef90_M4WZL9","UniRef50_Q4KGB4","PA14_22760","","","CDS","1978689..1979366(-)","678","cpxR","two-component response regulator","Class 1","24.8","5.96","-3.62",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_68730","YP_793675.1","116053351","Q02EG1","GSH1_PSEAB","UPI000045D53B","UniRef100_Q02EG1","UniRef90_Q9HTY6","UniRef50_Q9HTY6","PA14_68730","","","CDS","6128743..6130326(+)","1584","gshA","glutamate--cysteine ligase","","59.2","4.92","-15.05",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_27730","YP_790364.1","116050814","Q02NX2","Q02NX2_PSEAB","UPI00000C5821","UniRef100_W0YSG0","UniRef90_V6AE19","UniRef50_A7K0I6","PA14_27730","","","CDS","2403705..2406152(-)","2448","fadE","acyl-CoA dehydrogenase","","88.8","5.92","-12.42",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_32590","YP_790759.1","116050422","Q02MS7","Q02MS7_PSEAB","UPI0000395DBF","UniRef100_Q02MS7","UniRef90_Q9I104","UniRef50_Q9I104","PA14_32590","","","CDS","2829794..2831563(+)","1770","","thiol:disulfide interchange protein","","62.4","7.77","2.23",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_37610","YP_791159.1","116050027","Q02LM7","Q02LM7_PSEAB","UPI000045D26E","UniRef100_Q02LM7","UniRef90_Q9I235","UniRef50_P83788","PA14_37610","","","CDS","3346051..3347301(+)","1251","","kynureninase","","46.3","5.47","-8.73",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_42660","YP_791555.1","116049640","Q02KI1","Q02KI1_PSEAB","UPI000045D1B4","UniRef100_Q02KI1","UniRef90_Q02KI1","UniRef50_P69986","PA14_42660","","","CDS","3793295..3794344(+)","1050","pscU","translocation protein in type III secretion","","39.2","9.69","9.59",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_01690","YP_788295.1","116053858","","","","","","","PA14_01690","","","CDS","155072..156052(+)","981","","ABC transporter permease","","34.2","9.41","5.13",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_48300","YP_792010.1","116049188","Q02J76","Q02J76_PSEAB","UPI000045D0EE","UniRef100_Z2DIK1","UniRef90_W0YLC1","UniRef50_D4E494","PA14_48300","","","CDS","4296655..4298166(+)","1512","","MFS transporter","","54.0","9.20","6.81",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_06830","YP_788694.1","116054250","Q02TP2","Q02TP2_PSEAB","UPI0000396DBC","UniRef100_Q02TP2","UniRef90_Q59647","UniRef50_P98008","PA14_06830","","","CDS","592432..593829(+)","1398","norB","nitric-oxide reductase subunit B","","52.2","9.34","6.88",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_52990","YP_792404.1","116048796","Q02I32","Q02I32_PSEAB","UPI000045D065","UniRef100_Q02I32","UniRef90_P43334","UniRef50_P43334","PA14_52990","","","CDS","4698197..4698985(+)","789","phhA","phenylalanine 4-monooxygenase","","30.3","5.57","-6.93",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_11630","YP_789083.1","116052073","Q02SK3","Q02SK3_PSEAB","UPI0000396261","UniRef100_Q02SK3","UniRef90_Q02SK3","UniRef50_Q4KKS1","PA14_11630","","","CDS","1007379..1009679(-)","2301","","two-component sensor","","84.1","5.79","-7.03",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_57840","YP_792798.1","116052485","Q02GY8","Q02GY8_PSEAB","UPI00000C5D18","UniRef100_W0YYW6","UniRef90_A0A080V9N0","UniRef50_A0A080V9N0","PA14_57840","","","CDS","5149743..5150390(-)","648","","hypothetical protein","","23.8","9.66","3.99",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_16740","YP_789482.1","116051679","Q02RF4","Q02RF4_PSEAB","UPI000039614A","UniRef100_A0A077JNR7","UniRef90_Q9HXV8","UniRef50_G8QB80","PA14_16740","","","CDS","1433233..1434057(+)","825","","hypothetical protein","","29.1","4.92","-6.33",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_62490","YP_793186.1","116052869","Q02FV0","Q02FV0_PSEAB","UPI00000C4ED2","UniRef100_W0YXF7","UniRef90_S6BNJ9","UniRef50_P43758","PA14_62490","","","CDS","5574317..5574763(+)","447","dksA","suppressor protein DksA","","17.3","4.77","-7.40",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_21680","YP_789881.1","116051288","Q02QA5","Q02QA5_PSEAB","UPI0000E4499A","UniRef100_Q02QA5","UniRef90_B7V7I4","UniRef50_B7V7I4","PA14_21680","","","CDS","1878700..1879299(+)","600","","hypothetical protein","","21.9","8.74","3.15",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_67500","YP_793581.1","116053258","Q02EQ5","Q02EQ5_PSEAB","UPI000045D51E","UniRef100_Q02EQ5","UniRef90_Q9HU72","UniRef50_Q9HU72","PA14_67500","","","CDS","6025867..6026397(-)","531","gloA3","lactoylglutathione lyase","","20.2","4.77","-7.13",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_26540","YP_790272.1","116050905","Q02P64","Q02P64_PSEAB","UPI0000395F28","UniRef100_Q02P64","UniRef90_Q02P64","UniRef50_Q88GU3","PA14_26540","","","CDS","2312746..2313594(+)","849","","hypothetical protein","","30.4","4.75","-7.40",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_72540","YP_793974.1","116053647","Q02DL2","Q02DL2_PSEAB","UPI0000E44C8F","UniRef100_W0Z2S8","UniRef90_A6VEX4","UniRef50_U2E6Q5","PA14_72540","","","CDS","6462110..6464314(-)","2205","","ribonucleotide reductase","","82.7","5.99","-10.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_31280","YP_790663.1","116050518","Q02N23","Q02N23_PSEAB","UPI0000E44A5A","UniRef100_W0YSW8","UniRef90_E7FJ72","UniRef50_A9IKX7","PA14_31280","","","CDS","2720008..2721213(-)","1206","","integrase","","45.2","10.22","20.50",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_36390","YP_791063.1","116050122","Q02LX3","Q02LX3_PSEAB","UPI000045D28D","UniRef100_A0A022NPC1","UniRef90_W0YTJ9","UniRef50_G8SHW8","PA14_36390","","","CDS","3241906..3242856(+)","951","","hypothetical protein","","34.3","5.09","-6.85",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_41480","YP_791459.1","116049734","Q02KS7","Q02KS7_PSEAB","UPI000045D1DC","UniRef100_Q02KS7","UniRef90_B7VB93","UniRef50_V5Z8B1","PA14_41480","","","CDS","3699817..3701025(+)","1209","nasS","hypothetical protein","","43.6","6.61","-1.93",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_00530","YP_788199.1","116053764","Q02V37","Q02V37_PSEAB","UPI000045D371","UniRef100_W0YLV6","UniRef90_Q9I790","UniRef50_Q9I790","PA14_00530","","","CDS","54909..55304(+)","396","","hypothetical protein","","14.6","5.73","-1.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_47040","YP_791914.1","116049283","Q02JH2","Q02JH2_PSEAB","UPI00000C531A","UniRef100_W0YMT0","UniRef90_A6V8M5","UniRef50_A0A085ARM0","PA14_47040","","","CDS","4190188..4191735(+)","1548","","TerC family protein","","57.4","5.10","-13.41",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_05520","YP_788598.1","116054155","Q02TY8","Q02TY8_PSEAB","UPI00000061D9","UniRef100_W0YLI3","UniRef90_P52003","UniRef50_P52003","PA14_05520","","","CDS","486057..486500(-)","444","mexR","multidrug resistance operon repressor MexR","","17.0","5.57","-4.65",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_51830","YP_792312.1","116048887","Q02IC4","Q02IC4_PSEAB","UPI00000C51E1","UniRef100_W0YMY0","UniRef90_L8MEK7","UniRef50_Q2L0H0","PA14_51830","","","CDS","4603516..4603986(+)","471","","DNA-binding stress protein","","17.5","4.70","-7.04",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_10480","YP_788987.1","116052169","Q02SU9","Q02SU9_PSEAB","UPI00000C5C2C","UniRef100_W0YZM2","UniRef90_A6UZV7","UniRef50_A0A0A1HPC5","PA14_10480","","","CDS","902853..903275(+)","423","","transcriptional regulator","","16.4","10.51","8.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_56670","YP_792702.1","116052391","Q02H84","Q02H84_PSEAB","UPI000039634F","UniRef100_Q02H84","UniRef90_W0YXA3","UniRef50_W0YXA3","PA14_56670","","","CDS","5048269..5048511(-)","243","","hypothetical protein","","8.5","8.33","1.86",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_15580","YP_789386.1","116051775","Q02RQ0","Q02RQ0_PSEAB","UPI0000E44942","UniRef100_Q02RQ0","UniRef90_Q02RQ0","UniRef50_A0A085G7S1","PA14_15580","","","CDS","1317407..1320187(+)","2781","","Type II restriction enzyme, methylase subunit","","103.6","6.48","-4.66",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_61350","YP_793097.1","116052780","Q02G39","Q02G39_PSEAB","UPI000039643F","UniRef100_W0Z039","UniRef90_W0Z039","UniRef50_W0Z039","PA14_61350","","","CDS","5476627..5476809(-)","183","","hypothetical protein","","6.9","3.69","-9.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_20550","YP_789785.1","116051382","Q02QK1","Q02QK1_PSEAB","UPI00000C59D4","UniRef100_Q9HYN4","UniRef90_Q9HYN4","UniRef50_Q9HYN4","PA14_20550","","","CDS","1768003..1768341(-)","339","","hypothetical protein","","11.3","9.50","9.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_66310","YP_793485.1","116053164","Q02F01","Q02F01_PSEAB","UPI0000396F7F","UniRef100_Q02F01","UniRef90_Q59638","UniRef50_P10802","PA14_66310","","","CDS","5910346..5911989(+)","1644","aceF","dihydrolipoamide acetyltransferase","","56.7","5.00","-12.33",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_25330","YP_790176.1","116050999","Q02PG0","NQRD_PSEAB","UPI0000130452","UniRef100_B7UZU0","UniRef90_B7UZU0","UniRef50_Q57095","PA14_25330","","","CDS","2215172..2215846(+)","675","nqrD","Na(+)-translocating NADH-quinone reductase subunit D","","24.3","9.81","5.92",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_71340","YP_793878.1","116053551","Q02DV8","Q02DV8_PSEAB","UPI0000396B3A","UniRef100_Q02DV8","UniRef90_Q02DV8","UniRef50_B7V5U6","PA14_71340","","","CDS","6356020..6356424(+)","405","","hypothetical protein","","15.0","8.64","6.19",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_30180","YP_790570.1","116050611","Q02NB6","Q02NB6_PSEAB","UPI0000395E58","UniRef100_Q02NB6","UniRef90_W6REZ0","UniRef50_P16100","PA14_30180","","","CDS","2612524..2614749(-)","2226","idh","monomeric isocitrate dehydrogenase","","81.6","5.78","-11.98",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_35230","YP_790967.1","116050216","Q02M69","Q02M69_PSEAB","UPI000045D2A8","UniRef100_S0I978","UniRef90_Q9I1K4","UniRef50_Q9I1K4","PA14_35230","","","CDS","3132610..3133815(+)","1206","","hypothetical protein","","41.7","8.36","4.25",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_40280","YP_791367.1","116049826","Q02L19","Q02L19_PSEAB","UPI00000D4253","UniRef100_W0YPE0","UniRef90_A0A022NMH2","UniRef50_A0A022NMH2","PA14_40280","","","CDS","3598297..3599088(+)","792","","hypothetical protein","","27.8","10.16","8.92",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45920","YP_791818.1","116049379","Q02JR8","Q02JR8_PSEAB","UPI000045D14E","UniRef100_A0A0C7D5P0","UniRef90_Q9I3R3","UniRef50_Q3KK32","PA14_45920","","","CDS","4081597..4082310(+)","714","","hypothetical protein","","26.3","4.99","-3.82",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_04330","YP_788502.1","116054059","Q02U84","Q02U84_PSEAB","UPI0000396D09","UniRef100_A0A081HD49","UniRef90_Q9I6F9","UniRef50_Q9I6F9","PA14_04330","","","CDS","387894..388361(+)","468","","hypothetical protein","","16.8","11.16","8.88",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_50760","YP_792218.1","116048980","Q02IL8","Q02IL8_PSEAB","UPI000045D09F","UniRef100_A0A077JNQ6","UniRef90_W0WH34","UniRef50_P42100","PA14_50760","","","CDS","4509070..4510215(-)","1146","","hypothetical protein","","38.7","5.02","-8.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_09240","YP_788891.1","116052265","Q02T45","Q02T45_PSEAB","UPI00003962FC","UniRef100_Q02T45","UniRef90_A0A0A8RA39","UniRef50_O07899","PA14_09240","","","CDS","782751..784394(-)","1644","pchD","pyochelin biosynthesis protein PchD","","59.8","6.85","-1.34",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_55470","YP_792611.1","116048590","Q02HH5","Q02HH5_PSEAB","UPI0000E44BBE","UniRef100_Q02HH5","UniRef90_Q02HH5","UniRef50_W1MNI4","PA14_55470","","","CDS","4937932..4939074(-)","1143","hxcY","HxcY","Class 1","40176.2","5.03","-9.39",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_14390","YP_789291.1","116051866","Q02RZ5","Q02RZ5_PSEAB","UPI0000E44923","UniRef100_W0YYR3","UniRef90_Q9HXG8","UniRef50_Q9HXG8","PA14_14390","","","CDS","1227836..1228813(-)","978","","ABC-type transport protein, periplasmic c","","34.2","8.68","1.48",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60180","","","","","","","","","PA14_60180","","","tRNA","5359568..5359640(-)","73","","tRNA-Asn","","","","",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_19390","YP_789690.1","116051477","Q02QU6","Q02QU6_PSEAB","UPI00003960B8","UniRef100_A0A073A394","UniRef90_Q9HYE9","UniRef50_Q9HYE9","PA14_19390","","","CDS","1675921..1676673(-)","753","","hypothetical protein","","25.3","11.63","7.43",""
